timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 07:59:16.293, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:17.296, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:18.299, 40.31 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:19.302, 31.54 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:20.306, 30.80 W, 11 %, 2 %, 692 MiB
2025/05/29 07:59:21.311, 32.03 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:22.314, 35.93 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:23.317, 32.52 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:24.320, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:25.324, 44.47 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:26.329, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:27.332, 31.54 W, 6 %, 1 %, 692 MiB
2025/05/29 07:59:28.335, 30.80 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:29.338, 33.01 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:30.341, 30.80 W, 11 %, 2 %, 692 MiB
2025/05/29 07:59:31.346, 30.80 W, 11 %, 2 %, 692 MiB
2025/05/29 07:59:32.349, 39.60 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:33.352, 31.29 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:34.355, 37.62 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:35.358, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:36.364, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:37.367, 30.80 W, 14 %, 2 %, 692 MiB
2025/05/29 07:59:38.371, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:39.374, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:40.377, 30.80 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:41.380, 31.54 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:42.383, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:43.389, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:44.392, 30.80 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:45.395, 38.62 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:46.398, 30.80 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:47.401, 31.78 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:48.407, 34.71 W, 2 %, 0 %, 692 MiB
2025/05/29 07:59:49.410, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:50.413, 37.16 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:51.416, 31.05 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:52.420, 35.69 W, 3 %, 0 %, 692 MiB
2025/05/29 07:59:53.424, 33.00 W, 5 %, 1 %, 692 MiB
2025/05/29 07:59:54.427, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:55.430, 41.78 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:56.433, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:57.437, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 07:59:58.443, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 07:59:59.446, 31.05 W, 8 %, 1 %, 692 MiB
2025/05/29 08:00:00.450, 30.80 W, 8 %, 1 %, 692 MiB
2025/05/29 08:00:01.453, 38.36 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:02.456, 30.80 W, 5 %, 1 %, 692 MiB
2025/05/29 08:00:03.459, 30.80 W, 3 %, 0 %, 692 MiB
2025/05/29 08:00:04.462, 31.78 W, 1 %, 0 %, 692 MiB
2025/05/29 08:00:05.468, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:06.471, 31.78 W, 5 %, 1 %, 692 MiB
2025/05/29 08:00:07.475, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:08.478, 30.80 W, 3 %, 0 %, 692 MiB
2025/05/29 08:00:09.481, 30.80 W, 5 %, 1 %, 692 MiB
2025/05/29 08:00:10.486, 30.80 W, 3 %, 0 %, 692 MiB
2025/05/29 08:00:11.489, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:12.492, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:13.495, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:14.498, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:15.502, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:16.505, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:17.508, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:18.511, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:19.514, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:20.520, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:21.523, 30.80 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:22.525, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:23.528, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:24.531, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:25.534, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:26.537, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:27.540, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:28.544, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:29.547, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:30.550, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:31.553, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:32.556, 30.56 W, 0 %, 0 %, 692 MiB
2025/05/29 08:00:33.562, 30.56 W, 0 %, 0 %, 692 MiB
