timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 08:49:24.900, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:25.904, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:26.907, 44.95 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:27.910, 30.80 W, 11 %, 2 %, 674 MiB
2025/05/29 08:49:28.913, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:29.916, 32.03 W, 2 %, 0 %, 674 MiB
2025/05/29 08:49:30.921, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:49:31.924, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:32.927, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:33.930, 46.66 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:34.933, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:35.938, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:36.941, 31.78 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:37.945, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:38.948, 46.42 W, 8 %, 1 %, 674 MiB
2025/05/29 08:49:39.951, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:40.955, 38.13 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:41.958, 37.89 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:42.962, 31.05 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:43.965, 32.27 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:44.968, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:45.971, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:46.974, 30.80 W, 7 %, 1 %, 674 MiB
2025/05/29 08:49:47.980, 39.60 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:48.983, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:49.987, 31.05 W, 8 %, 1 %, 674 MiB
2025/05/29 08:49:50.990, 31.05 W, 8 %, 1 %, 674 MiB
2025/05/29 08:49:51.993, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:52.997, 31.54 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:54.000, 35.93 W, 5 %, 1 %, 674 MiB
2025/05/29 08:49:55.004, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:49:56.007, 42.51 W, 1 %, 0 %, 674 MiB
2025/05/29 08:49:57.010, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:49:58.016, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:49:59.019, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:00.022, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:01.025, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:02.028, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:03.036, 31.29 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:04.039, 31.05 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:05.042, 46.17 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:06.045, 31.05 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:07.048, 45.44 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:08.052, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:09.056, 35.18 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:10.059, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:11.062, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:12.065, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:13.069, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:14.073, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:15.076, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:16.079, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:17.083, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:18.089, 32.03 W, 11 %, 2 %, 674 MiB
2025/05/29 08:50:19.092, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:20.095, 40.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:21.100, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:22.104, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:23.113, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:24.116, 31.05 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:25.121, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:26.124, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:27.130, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:28.138, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:29.142, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:30.146, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:31.150, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:32.154, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:33.162, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:34.167, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:35.173, 35.92 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:36.178, 31.05 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:37.182, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:38.190, 35.69 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:39.194, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:40.198, 31.05 W, 6 %, 1 %, 674 MiB
2025/05/29 08:50:41.203, 30.80 W, 11 %, 2 %, 674 MiB
2025/05/29 08:50:42.206, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:43.215, 31.05 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:44.219, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:45.223, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:46.230, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:47.234, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:48.245, 37.16 W, 6 %, 1 %, 674 MiB
2025/05/29 08:50:49.249, 31.05 W, 11 %, 2 %, 674 MiB
2025/05/29 08:50:50.254, 30.80 W, 11 %, 2 %, 674 MiB
2025/05/29 08:50:51.258, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:52.262, 44.22 W, 3 %, 0 %, 674 MiB
2025/05/29 08:50:53.270, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:50:54.274, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:55.279, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:50:56.283, 39.84 W, 0 %, 0 %, 674 MiB
2025/05/29 08:50:57.287, 31.05 W, 11 %, 2 %, 674 MiB
2025/05/29 08:50:58.294, 30.80 W, 3 %, 1 %, 674 MiB
2025/05/29 08:50:59.298, 38.62 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:00.303, 31.54 W, 3 %, 0 %, 674 MiB
2025/05/29 08:51:01.307, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:02.312, 33.98 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:03.320, 31.29 W, 5 %, 1 %, 674 MiB
2025/05/29 08:51:04.324, 30.80 W, 3 %, 0 %, 674 MiB
2025/05/29 08:51:05.331, 34.71 W, 5 %, 1 %, 674 MiB
2025/05/29 08:51:06.335, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:51:07.338, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:08.347, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:09.351, 31.05 W, 3 %, 0 %, 674 MiB
2025/05/29 08:51:10.355, 30.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:11.359, 30.80 W, 5 %, 1 %, 674 MiB
2025/05/29 08:51:12.363, 41.80 W, 8 %, 1 %, 674 MiB
2025/05/29 08:51:13.372, 33.98 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:14.376, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:15.380, 31.29 W, 3 %, 0 %, 674 MiB
2025/05/29 08:51:16.384, 33.98 W, 5 %, 1 %, 674 MiB
2025/05/29 08:51:17.388, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:18.395, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:19.399, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:20.402, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:21.405, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:22.411, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:23.418, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:24.422, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:25.426, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:26.430, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:27.433, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:28.438, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:29.441, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:30.447, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:31.450, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:32.453, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:33.460, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:34.464, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:35.469, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:36.473, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:37.476, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:38.480, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:39.483, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:40.486, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:41.491, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:42.494, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:43.501, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:44.505, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:45.508, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:46.511, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:47.514, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:48.522, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:49.526, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:50.529, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:51.532, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:52.535, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:53.543, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:54.546, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:55.549, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:56.552, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:57.555, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:58.562, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:51:59.565, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:00.569, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:01.572, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:02.575, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:03.579, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:04.583, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:05.587, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:06.590, 30.80 W, 0 %, 0 %, 674 MiB
2025/05/29 08:52:07.593, 30.80 W, 0 %, 0 %, 674 MiB
