timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 06:56:55.897, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:56.900, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:57.903, 43.73 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:58.906, 56.19 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:59.910, 42.29 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:00.914, 33.73 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:01.917, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:02.920, 30.56 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:03.923, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:04.926, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:05.929, 31.78 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:06.933, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:07.936, 35.69 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:08.942, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:57:09.945, 32.52 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:10.948, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:11.951, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:12.954, 36.67 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:13.960, 44.22 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:14.963, 31.29 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:15.966, 30.80 W, 6 %, 1 %, 686 MiB
2025/05/29 06:57:16.969, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:17.972, 44.47 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:18.977, 30.80 W, 3 %, 1 %, 686 MiB
2025/05/29 06:57:19.980, 46.17 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:20.983, 31.05 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:21.987, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:22.990, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:23.995, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:24.998, 34.71 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:26.001, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:27.004, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:28.007, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:29.010, 42.02 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:30.013, 31.29 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:31.017, 45.69 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:32.022, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:33.025, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:34.028, 38.62 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:35.031, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:36.034, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:37.040, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:38.044, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:39.047, 33.74 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:40.050, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:41.053, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:42.058, 47.64 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:43.061, 33.25 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:44.064, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:45.067, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:46.071, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:47.077, 35.93 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:48.080, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:49.083, 32.76 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:50.086, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:51.089, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:52.092, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:53.095, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:54.102, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:55.105, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:56.108, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:57.111, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:58.114, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:59.120, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:00.123, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:01.126, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:02.129, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:03.132, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:04.136, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:05.139, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:06.142, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:07.146, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:08.149, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:09.154, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:10.156, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:11.159, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:12.162, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:13.166, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:14.169, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:15.172, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:16.175, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:17.179, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:18.182, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:19.186, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:20.189, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:21.192, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:22.197, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:23.200, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:24.204, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:25.207, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:26.210, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:27.215, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:28.218, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:29.221, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:30.224, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:31.227, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:32.230, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:33.233, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:34.236, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:35.241, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:36.244, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:37.247, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:38.250, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:39.253, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:40.258, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:41.261, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:42.264, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:43.267, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:44.270, 30.56 W, 0 %, 0 %, 686 MiB
2025/05/29 06:58:45.275, 30.56 W, 0 %, 0 %, 686 MiB
