timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 18:01:02.587, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:03.591, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:04.594, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:05.597, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:06.602, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:07.605, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:08.608, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:09.612, 32.03 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:10.615, 35.69 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:11.618, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:12.621, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:13.624, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:14.630, 35.20 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:15.633, 31.29 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:16.636, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:17.639, 32.03 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:18.642, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:19.647, 33.49 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:20.651, 32.03 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:21.654, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:22.657, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:23.660, 31.78 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:24.666, 31.29 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:25.669, 31.78 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:26.672, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:27.675, 32.52 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:28.678, 31.54 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:29.683, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:30.686, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:31.689, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:32.692, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:33.695, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:34.698, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:35.702, 30.80 W, 6 %, 0 %, 780 MiB
2025/05/29 18:01:36.705, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:37.709, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:38.713, 32.03 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:39.716, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:40.719, 31.78 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:41.722, 33.25 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:42.727, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:43.731, 31.53 W, 5 %, 0 %, 780 MiB
2025/05/29 18:01:44.734, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:45.737, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:46.740, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:47.746, 31.04 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:48.749, 31.54 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:49.752, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:01:50.755, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:51.758, 31.29 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:52.761, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:53.767, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:01:54.771, 30.80 W, 3 %, 0 %, 780 MiB
2025/05/29 18:01:55.774, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:56.777, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:57.780, 32.51 W, 4 %, 0 %, 780 MiB
2025/05/29 18:01:58.784, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:01:59.787, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:02:00.790, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:02:01.793, 30.80 W, 6 %, 0 %, 780 MiB
2025/05/29 18:02:02.797, 30.56 W, 1 %, 0 %, 780 MiB
2025/05/29 18:02:03.800, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:02:04.803, 31.29 W, 2 %, 0 %, 780 MiB
2025/05/29 18:02:05.809, 32.02 W, 0 %, 0 %, 780 MiB
2025/05/29 18:02:06.812, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:02:07.815, 31.78 W, 1 %, 0 %, 780 MiB
2025/05/29 18:02:08.818, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:02:09.821, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:02:10.826, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:02:11.829, 30.80 W, 5 %, 0 %, 780 MiB
2025/05/29 18:02:12.833, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:02:13.836, 33.24 W, 1 %, 0 %, 780 MiB
2025/05/29 18:02:14.839, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:02:15.842, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:02:16.845, 32.27 W, 5 %, 0 %, 780 MiB
2025/05/29 18:02:17.848, 31.05 W, 2 %, 0 %, 780 MiB
