timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 06:56:00.413, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:01.416, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:02.421, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:03.424, 31.05 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:04.427, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:05.430, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:06.434, 30.56 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:07.439, 31.05 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:08.442, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:09.446, 43.24 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:10.449, 31.05 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:11.452, 31.05 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:12.457, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:13.460, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:14.463, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:15.466, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:16.469, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:17.474, 37.64 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:18.477, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:19.480, 33.01 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:20.483, 40.58 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:21.486, 30.56 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:22.490, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:23.493, 31.05 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:24.496, 31.05 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:25.499, 30.80 W, 3 %, 1 %, 686 MiB
2025/05/29 06:56:26.503, 32.27 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:27.506, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:28.509, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:29.512, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:30.518, 36.18 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:31.521, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:32.524, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:33.527, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:34.531, 30.80 W, 2 %, 0 %, 686 MiB
2025/05/29 06:56:35.535, 31.54 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:36.538, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:37.541, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:38.545, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:39.548, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:40.554, 37.89 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:41.557, 31.05 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:42.560, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:43.563, 39.09 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:44.567, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:45.570, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:46.573, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:56:47.576, 31.29 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:48.579, 31.29 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:49.582, 37.14 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:50.586, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:51.589, 39.36 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:52.592, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:53.598, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:56:54.601, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:55.604, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:56.607, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:56:57.611, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:56:58.615, 30.80 W, 11 %, 2 %, 686 MiB
2025/05/29 06:56:59.618, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:00.621, 32.52 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:01.624, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:02.628, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:03.631, 31.05 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:04.634, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:05.637, 33.00 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:06.643, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:07.646, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:08.649, 30.80 W, 0 %, 0 %, 686 MiB
2025/05/29 06:57:09.653, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:10.656, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:11.660, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:12.663, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:13.667, 32.03 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:14.670, 30.80 W, 5 %, 1 %, 686 MiB
2025/05/29 06:57:15.673, 30.80 W, 8 %, 1 %, 686 MiB
2025/05/29 06:57:16.678, 30.80 W, 3 %, 0 %, 686 MiB
2025/05/29 06:57:17.682, 30.80 W, 8 %, 1 %, 686 MiB
