timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 16:16:16.035, 30.80 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:17.038, 30.80 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:18.042, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:19.045, 31.29 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:20.048, 31.05 W, 4 %, 0 %, 784 MiB
2025/05/29 16:16:21.054, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:22.058, 31.05 W, 4 %, 0 %, 784 MiB
2025/05/29 16:16:23.061, 31.05 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:24.064, 31.05 W, 5 %, 0 %, 784 MiB
2025/05/29 16:16:25.067, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:26.070, 31.05 W, 4 %, 0 %, 784 MiB
2025/05/29 16:16:27.073, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:28.078, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:29.081, 33.73 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:30.084, 31.05 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:31.088, 31.05 W, 4 %, 0 %, 784 MiB
2025/05/29 16:16:32.091, 31.05 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:33.095, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:34.099, 31.05 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:35.102, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:36.105, 32.51 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:37.108, 30.80 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:38.113, 31.05 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:39.116, 31.54 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:40.119, 31.29 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:41.122, 31.05 W, 1 %, 0 %, 784 MiB
2025/05/29 16:16:42.125, 30.80 W, 5 %, 0 %, 784 MiB
2025/05/29 16:16:43.129, 31.05 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:44.132, 30.80 W, 4 %, 0 %, 784 MiB
2025/05/29 16:16:45.135, 31.05 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:46.141, 31.29 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:47.144, 30.80 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:48.147, 31.05 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:49.150, 31.54 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:50.154, 31.05 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:51.158, 31.04 W, 2 %, 0 %, 784 MiB
2025/05/29 16:16:52.162, 35.93 W, 0 %, 0 %, 784 MiB
2025/05/29 16:16:53.165, 31.54 W, 2 %, 0 %, 784 MiB
