timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/05/29 18:08:28.909, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:08:29.912, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:08:30.915, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:31.919, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:08:32.922, 33.49 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:33.925, 30.80 W, 5 %, 0 %, 780 MiB
2025/05/29 18:08:34.928, 30.80 W, 6 %, 0 %, 780 MiB
2025/05/29 18:08:35.931, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:36.934, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:37.937, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:38.940, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:39.946, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:40.949, 32.51 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:41.952, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:42.955, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:08:43.958, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:44.964, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:45.967, 31.29 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:46.970, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:47.973, 31.05 W, 3 %, 0 %, 780 MiB
2025/05/29 18:08:48.976, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:08:49.982, 31.05 W, 4 %, 0 %, 780 MiB
2025/05/29 18:08:50.985, 31.29 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:51.988, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:52.991, 34.47 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:53.995, 31.78 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:54.998, 31.78 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:56.005, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:57.009, 31.29 W, 0 %, 0 %, 780 MiB
2025/05/29 18:08:58.012, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:08:59.015, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:00.018, 32.76 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:01.021, 35.20 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:02.027, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:03.030, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:04.033, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:05.036, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:06.039, 31.29 W, 5 %, 0 %, 780 MiB
2025/05/29 18:09:07.045, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:08.048, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:09.051, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:10.054, 33.01 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:11.057, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:12.063, 32.52 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:13.066, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:14.069, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:15.072, 31.05 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:16.075, 33.00 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:17.079, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:18.084, 30.80 W, 5 %, 0 %, 780 MiB
2025/05/29 18:09:19.087, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:20.090, 35.20 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:21.093, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:22.096, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:23.099, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:24.102, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:25.106, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:26.109, 31.05 W, 5 %, 0 %, 780 MiB
2025/05/29 18:09:27.112, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:28.115, 31.05 W, 5 %, 0 %, 780 MiB
2025/05/29 18:09:29.119, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:30.124, 33.00 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:31.128, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:32.131, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:33.134, 32.27 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:34.137, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:35.142, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:36.145, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:37.148, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:38.151, 34.96 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:39.155, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:40.158, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:41.161, 31.05 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:42.164, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:43.169, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:44.172, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:45.175, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:46.178, 30.80 W, 3 %, 0 %, 780 MiB
2025/05/29 18:09:47.181, 30.80 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:48.186, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:49.189, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:50.192, 31.78 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:51.195, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:52.198, 30.80 W, 4 %, 0 %, 780 MiB
2025/05/29 18:09:53.204, 30.80 W, 1 %, 0 %, 780 MiB
2025/05/29 18:09:54.208, 31.05 W, 2 %, 0 %, 780 MiB
2025/05/29 18:09:55.211, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:56.214, 30.80 W, 0 %, 0 %, 780 MiB
2025/05/29 18:09:57.217, 30.80 W, 1 %, 0 %, 780 MiB
